agency_id,number,name,billing_address1,billing_address2,billing_city,billing_state,billing_zip,county_code,county_name,county_rollup,agency_type,representative_name,services_loc_id,services_reporting_agency_id,agency_id_rollup,is_community_agency,number_full
171,1171,Parkview UMC Pantry,344 South Algonquin Avenue,NA,Columbus,OH,43204,FRA,Franklin,Franklin,Pantry,NA,524,356,NA,1,000000001171
172,1172,Pappi/Peoples Assistance,PO Box 822,NA,Westerville,OH,43082,FRA,Franklin,Franklin,Pantry,NA,0,0,NA,1,000000001172
173,1173,People In Need,PO Box 962,NA,Delaware,OH,43015-0962,DEL,Delaware,Contiguous,Pantry,B.Nance,802,357,173,1,000000001173
174,1174,Hardin County Helping Hands,PO Box 151,NA,Kenton,OH,43326-0151,HRD,Hardin,NA,Pantry,NA,0,0,NA,1,000000001174
175,1175,Imani Christian Church Pantry,286 Belvidere,NA,Columbus,OH,43223,FRA,Franklin,Franklin,Pantry,NA,2219,0,NA,1,000000001175
176,1176,St Clairsville Food Pantry,PO Box 563,NA,St. Clairsville,OH,43950,BEL,Belmont,Rural,Pantry,H.Willis,464,359,NA,1,000000001176
177,1177,Christ Memorial Baptist Church,3330 East Livingston Avenue,NA,Columbus,OH,43227-1946,FRA,Franklin,Franklin,Pantry,NA,877,360,177,1,000000001177
178,1178,Meat the Needs FP/Cross Taberna,1140 Williams Road,NA,Columbus,OH,43207,FRA,Franklin,Franklin,Pantry,NA,0,0,NA,1,000000001178
179,1179,United House of Prayer FP,832 Fairwood Avenue,NA,Columbus,OH,43205,FRA,Franklin,Franklin,Pantry,NA,0,0,NA,1,000000001179
180,1180,Southside Mission Pantry,181 Morrill Avenue,NA,Columbus,OH,43207,FRA,Franklin,Franklin,Pantry,NA,0,0,NA,1,000000001180
181,1181,Refuge Baptist Church Pantry,400 North 20th Street,NA,Columbus,OH,43203,FRA,Franklin,Franklin,Pantry,NA,470,361,181,1,000000001181
182,1182,Barbara Bonner Fam. Cntr. Holy Rosary,4308 King Edward South,NA,Columbus,OH,43228,FRA,Franklin,Franklin,Pantry,NA,0,0,NA,1,000000001182
183,1183,New Fellowship Baptist Church FP,3420 Petzinger Road,NA,Columbus,OH,43232,FRA,Franklin,Franklin,Pantry,NA,847,0,NA,1,000000001183
184,1184,Parrish Foundation Food Pantry (Hold),PO Box 307334,NA,Gahanna,OH,43230-7334,FRA,Franklin,Franklin,Pantry,NA,0,0,NA,1,000000001184
185,1185,New Life Ministries Food Pantry(hold),PO Box 423,NA,Coshocton,OH,43812-0423,COS,Coshocton,Rural,Pantry,B.Nance,0,0,NA,1,000000001185
186,1186,Compassion In Action Food Pantry,6810 Blacklick Eastern Road,NA,Pickerington,OH,43147,FAI,Fairfield,Contiguous,Pantry,B.Nance,1003,363,NA,1,000000001186
187,1187,Summit Sts.Apts.Pantry/Comm.Hsg.Net,957 East Broad Street,NA,Columbus,OH,43205,FRA,Franklin,Franklin,Pantry,NA,0,0,NA,1,000000001187
188,1188,St. Augustine,1567 Loretta Avenue,NA,Columbus,OH,43211-15,FRA,Franklin,Franklin,Pantry,NA,0,0,NA,1,000000001188
189,1189,St James the Less Food Pantry,1652 Oakland Park Avenue,NA,Columbus,OH,43224,FRA,Franklin,Franklin,Pantry,NA,526,561,NA,1,000000001189
190,1190,Can's Community Connection Pantry,1086 Oakwood Avenue,NA,Columbus,OH,43206,FRA,Franklin,Franklin,Pantry,NA,0,0,NA,1,000000001190
191,1191,St Johns Food Pantry,640 South Ohio Avenue,NA,Columbus,OH,43205,FRA,Franklin,Franklin,Pantry,NA,106,365,191,1,000000001191
192,1192,St Lawrence Haven Pantry,197 East Gay Street,NA,Columbus,OH,43215,FRA,Franklin,Franklin,Pantry,NA,809,366,192,1,000000001192
193,1193,St Ladislas Pantry,277 Reeb Ave.,NA,Columbus,OH,43207,FRA,Franklin,Franklin,Pantry,NA,527,367,NA,1,000000001193
194,1194,Salvation Army Worthington,760 Worthington Woods Blvd,NA,Worthington,OH,43085,FRA,Franklin,Franklin,Pantry,NA,803,368,38,1,000000001194
195,1195,St Philip Lutheran Church Pantry,1506 East Long Street,NA,Columbus,OH,43203,FRA,Franklin,Franklin,Pantry,NA,528,369,195,1,000000001195
196,1196,Helping Hands,4099 Karl Road,NA,Columbus,OH,43224,FRA,Franklin,Franklin,Pantry,NA,531,370,NA,1,000000001196
197,1197,Urbancor/Concord Missionary Bapt,181 East Morrill Avenue,NA,Columbus,OH,43207,FRA,Franklin,Franklin,Pantry,NA,0,0,NA,1,000000001197
198,1198,Marion Transitional Housing,326 West Fairground Street,NA,Marion,OH,43302,MAR,Marion,Rural,Pantry,NA,0,0,NA,1,000000001198
199,1199,New Life Christian Center Food Pantry,PO Box 2239 (Hold),NA,Lancaster,OH,43130-2239,FAI,Fairfield,Contiguous,Pantry,NA,0,0,NA,1,000000001199
200,1200,St Matthew Catholic Church,807 Havens Corners Road,NA,Gahanna,OH,43230,FRA,Franklin,Franklin,Pantry,NA,530,371,NA,1,000000001200
201,1201,Welcome Home,3960 Brookham Drive,NA,Grove City,OH,43123,FRA,Franklin,Franklin,Pantry,NA,0,0,NA,1,000000001201
202,1202,WARM,150 Heatherdown Drive,NA,Westerville,OH,43081,FRA,Franklin,Franklin,Pantry,NA,103,372,202,1,000000001202
203,1203,St Philip Catholic Church Pantry,4050 Astor Ave,NA,Columbus,OH,43227,FRA,Franklin,Franklin,Pantry,NA,80,373,NA,1,000000001203
204,1204,Last Call Open Pantry,PO Box 166,NA,BLADENSBURG,OH,43005-0166,KNO,Knox,Rural,Pantry,NA,0,0,NA,1,000000001204
205,1205,zzzzzzTrinity UMC Food Pantry,75 East High Street,NA,Mt. Gilead,OH,43338,MOR,Morrow,Rural,Pantry,B.Nance,562,374,205,1,000000001205
206,1206,St Philips Episcopal Food Pantry,166 Woodland Avenue,NA,Columbus,OH,43203,FRA,Franklin,Franklin,Pantry,NA,529,375,NA,1,000000001206
207,1207,Roseville Community Food Pantry,PO Box 135,NA,Roseville,OH,43777,MUS,Muskingum,Rural,Pantry,B.Nance,336,376,NA,1,000000001207
208,1208,Shadyside Fellowship Pantry,3838 Lincoln Avenue,NA,Shadyside,OH,43947,BEL,Belmont,Rural,Pantry,H.Willis,359,377,NA,1,000000001208
209,1209,St Stephens Community House Pantry,1500 East 17th Avenue,NA,Columbus,OH,43219,FRA,Franklin,Franklin,Pantry,NA,1232,471,209,1,000000001209
210,1210,Salvation Army Coshocton FP,219 North Fourth Street,NA,Coshocton,OH,43812,COS,Coshocton,Rural,Pantry,B.Nance,2550,378,NA,1,000000001210
211,1211,St Thomas Catholic Pantry,2692 East Fifth Avenue,NA,Columbus,OH,43219,FRA,Franklin,Franklin,Pantry,NA,533,379,NA,1,000000001211
212,1212,St Vincent DePaul Society Lancaster Food,424 East Locust Street,NA,Lancaster,OH,43130,FAI,Fairfield,Contiguous,Pantry,B.Nance,481,380,NA,1,000000001212
213,1213,Sunshine Terrace Choice/Best Buys,272 S. Gift Street,NA,Columbus,OH,43215,FRA,Franklin,Franklin,Pantry,NA,0,0,NA,1,000000001213
214,1214,Salvation Army Lancaster,228 West Hubert Ave,NA,Lancaster,OH,43130-0517,FAI,Fairfield,Contiguous,Pantry,B.Nance,1265,381,NA,1,000000001214
215,1215,Salvation Army Mt Vernon Pantry,PO Box 1204,NA,Mt. Vernon,OH,43051-0204,KNO,Knox,Rural,Pantry,B.Nance,954,382,215,1,000000001215
216,1216,Salvation Army Delaware Pantry,PO Box 922,NA,Delaware,OH,43015-0922,DEL,Delaware,Contiguous,Pantry,B.Nance,579,383,216,1,000000001216
217,1217,Victory Life Min Outreach,59 Mansfield Road,NA,Mt. Vernon,OH,43050,KNO,Knox,Rural,Pantry,NA,0,0,NA,1,000000001217
909,1218,Marcia Branson Zion Baptist Church Pantr,84 South Clinton Road,PO Box 157,Chillicothe,OH,45601,ROS,Ross,Rural,Pantry,B.Nance,1118,384,NA,1,000000001218
936,1219,St Vincent DePaul Marion Pantry,342 N MAIN ST,NA,MARION,OH,43302,MAR,Marion,Rural,Pantry,B.Nance,651,385,936,1,000000001219
938,1220,Bishop Griffin Center,2875 E LIVINGSTON AVE,NA,Columbus,OH,43209,FRA,Franklin,Franklin,Pantry,NA,1031,386,NA,1,000000001220
218,1221,Hilliard Food Pantry,PO Box 1251,NA,Hilliard,OH,43026-8446,FRA,Franklin,Franklin,Pantry,NA,532,387,NA,1,000000001221
219,1222,SDA Hilltop(Hold),2622 Sullivant Avenue,NA,Columbus,OH,43204,FRA,Franklin,Franklin,Pantry,NA,0,0,NA,1,000000001222
220,1223,ZZZZZShady Lane Eadie Needy Pantry,4117 East Livingston Avenue,NA,Columbus,OH,43227,FRA,Franklin,Franklin,Pantry,NA,534,388,NA,1,000000001223
943,1224,Caring Hands And Hearts F P,345 Market Street,NA,Richmond Dale,OH,45673,ROS,Ross,Rural,Pantry,NA,0,0,NA,1,000000001224
221,1225,Serving America First (Closed),379 West Eighth Avenue,NA,Columbus,OH,43201,FRA,Franklin,Franklin,Pantry,NA,0,0,NA,1,000000001225
932,1226,Bread of Life Pantry/Christ Bible C,86 South Ohio Avenue,NA,Columbus,OH,43205,FRA,Franklin,Franklin,Pantry,NA,0,0,NA,1,000000001226
933,1227,Greater Glory Ministries Food Pantr,487 No. Champion Avenue,NA,Columbus,OH,43203,FRA,Franklin,Franklin,Pantry,NA,535,634,933,1,000000001227
934,1228,Providence Pantry/Hold,2421 Adonai Blvd,NA,Columbus,OH,43219,FRA,Franklin,Franklin,Pantry,NA,0,0,NA,1,000000001228
937,1229,Dayspring Community Church Pantry,3919 Brice Road,NA,Canal Winchester,OH,43110,FRA,Franklin,Franklin,Pantry,NA,75,389,NA,1,000000001229
222,1230,Southfield Baptist Church,1399 Augmont Avenue,NA,Columbus,OH,43207,FRA,Franklin,Franklin,Pantry,NA,0,0,NA,1,000000001230
223,1231,Southside Community Ministries Pantry,294 Stewart Ave.,NA,Columbus,OH,43206,FRA,Franklin,Franklin,Pantry,NA,10,390,223,1,000000001231
944,1232,Rejoice Praise & Worship Outreach,2234 S Hamilton Rd Suite 104,NA,Columbus,OH,43232,FRA,Franklin,Franklin,Pantry,NA,0,0,NA,1,000000001232
962,1233,EEBC Food Pantry,3055 State Route 95 West,NA,Edison,OH,43320,MOR,Morrow,Rural,Pantry,B.Nance,647,391,NA,1,000000001233
224,1234,Stowe Baptist Church Pantry(hold),PO Box 06341,NA,Columbus,OH,43206-0341,FRA,Franklin,Franklin,Pantry,NA,0,0,NA,1,000000001234
225,1235,Kirkpatrick Ch of Christ FP(Hold),4902 Columbus-Sandusky Road North,NA,Marion,OH,43302,MAR,Marion,Rural,Pantry,B.Nance,0,0,1873,1,000000001235
226,1236,Touching Lives For Christ (Del)(Hold),PO Box 22,NA,Circleville,OH,43113-0022,PIC,Pickaway,Contiguous,Pantry,B.Nance,0,0,1077,1,000000001236
965,1237,The Daily Bread Center,P O Box 416,NA,Martins Ferry,OH,43935,BEL,Belmont,Rural,Pantry,H.Willis,99,685,NA,1,000000001237
970,1238,Barnett Rd Baptist Church Choic FP/Hold,1500 Barnett Road,NA,Columbus,OH,43227,FRA,Franklin,Franklin,Pantry,NA,0,0,NA,1,000000001238
974,1239,Good Shepherd Food Pantry,PO Box 2506,NA,Marion,OH,43301-2506,MAR,Marion,Rural,Pantry,B.Nance,0,0,974,1,000000001239
227,1240,Sunshine and Smiles Food Pantry(hold),1611 Chillicothe Street,NA,Obetz,OH,43207,FRA,Franklin,Franklin,Pantry,NA,0,0,NA,1,000000001240
228,1241,Unveiling & Unfolding of the Truth,PO Box 10002,NA,Columbus,OH,43201-0002,FRA,Franklin,Franklin,Pantry,NA,0,0,NA,1,000000001241
973,1242,No Limits Outrech Pantry/hold,"325 S Sandusky St., Suite 100",NA,Delaware,OH,43015,MOR,Morrow,Rural,Pantry,NA,0,0,NA,1,000000001242
229,1243,Victory Ministries Pantry,PO Box 360833,NA,Columbus,OH,43236-0833,FRA,Franklin,Franklin,Pantry,NA,479,392,NA,1,000000001243
976,1244,Ambassador Pantry,2300 S. Hamilton Avenue,NA,Columbus,OH,43232,FRA,Franklin,Franklin,Pantry,NA,0,0,NA,1,000000001244
977,1245,Safehaven Pantry/Comm. Housing Net,957 East Broad Street,NA,Columbus,OH,43205,FRA,Franklin,Franklin,Pantry,NA,0,0,NA,1,000000001245
980,1246,Marion Enterprise Baptist Pantry,130 Orton Street,NA,Marion,OH,43302,MAR,Marion,Rural,Pantry,NA,0,0,NA,1,000000001246
230,1247,Washington Avenue UMC Food Pantry,359 East Markison Avenue,NA,Columbus,OH,43207,FRA,Franklin,Franklin,Pantry,NA,0,0,230,1,000000001247
995,1248,Neighborhood Services Choice BBS,"1950 N. Fourth St., Unit E",NA,Columbus,OH,43201,FRA,Franklin,Franklin,Pantry,NA,0,0,NA,1,000000001248
231,1249,Westland Ecumenical Community Pantry,423 Branding Iron Drive,NA,Galloway,OH,43119,FRA,Franklin,Franklin,Pantry,NA,419,393,NA,1,000000001249
1014,1250,Harambee Community Food Pantry,Starlight CH/819 Cleveland Ave,NA,Columbus,OH,43201,FRA,Franklin,Franklin,Pantry,NA,0,0,NA,1,000000001250
232,1251,West Park UMC Pantry (Closed),1129 Bellflower Avenue,NA,Columbus,OH,43204,FRA,Franklin,Franklin,Pantry,NA,0,0,NA,1,000000001251
233,1252,YWCA Wings for Women,65 SOUTH 4TH STREET,NA,Columbus,OH,43215,FRA,Franklin,Franklin,Pantry,NA,869,394,1388,1,000000001252
234,1253,Church Triumphant Food Pantry,39 S Mulberry,NA,Chillicothe,OH,45601,ROS,Ross,Rural,Pantry,B.Nance,743,395,NA,1,000000001253
1021,1254,Bridgeport Council of Churches Pantry,PO Box 292,NA,Bridgeport,OH,43912,BEL,Belmont,Rural,Pantry,H.Willis,462,396,NA,1,000000001254
1024,1255,Good Samaritan Pantry of W.Jeff/Del,2115 Olmstead Road,NA,West Jefferson,OH,43162,MAD,Madison,Contiguous,Pantry,NA,0,0,NA,1,000000001255
1025,1256,St. Mary's Helping Hand Pickup,57123 St. John's Road,NA,Quaker City,OH,43773,NOB,Noble,Rural,Pantry,NA,0,0,NA,1,000000001256
1341,1257,Heritage Memorial Church Pantry,1867 US Rt 35 NW,NA,Washington Court House,OH,43160,FAY,Fayette,Rural,Pantry,B.Nance,446,397,1341,1,000000001257
1093,1258,Comm.Resources Ctr.- Wed. Delivery,3222 No. High Street,NA,Columbus,OH,43202-1002,FRA,Franklin,Franklin,Pantry,NA,0,0,81,1,000000001258
1029,1259,HELP House Pantry,122 East Center Street,NA,London,OH,43140,MAD,Madison,Contiguous,Pantry,B.Nance,449,398,1029,1,000000001259
1030,1260,"Urban Mission, God's Pantry Pickup",301 North Fifth Street,NA,Steubenville,OH,43952,JEF,Jefferson,Rural,Pantry,NA,0,0,261,1,000000001260
1031,1261,New Life Ministries F/P pickup,PO Box 423,NA,Coshocton,OH,43812-0423,COS,Coshocton,Rural,Pantry,NA,0,0,NA,1,000000001261
1078,1262,North Terrace Free Store PU,3590 Ridge Road,NA,Zanesville,OH,43701,MUS,Muskingum,Rural,Pantry,NA,0,0,NA,1,000000001262
1079,1263,Madison County Food Pantry (P U),137 Maple Street,NA,London,OH,43140,MAD,Madison,Contiguous,Pantry,NA,0,0,114,1,000000001263
1094,1264,Jefferson Ave. CCCU Pantry,770 Jefferson Avenue,NA,Chillicothe,OH,45601,ROS,Ross,Rural,Pantry,NA,0,0,NA,1,000000001264
1102,1265,Outreach Mission Pantry,4450 Carroll Eastern Road NE,NA,Pleasantville,OH,43148,FAI,Fairfield,Contiguous,Pantry,B.Nance,332,400,NA,1,000000001265
1122,1266,Mt. Sterling Apostolic Church Pantry,129 North High Street,NA,Mt. Sterling,OH,43143,MAD,Madison,Contiguous,Pantry,B.Nance,0,0,1122,1,000000001266
1123,1267,Engage Community Development,650 South Warren Avenue,NA,Columbus,OH,43204,FRA,Franklin,Franklin,Pantry,NA,2241,669,NA,1,000000001267
1081,1268,Livingston Ave UMC Food Pantry,200 East Livingston Avenue,NA,Columbus,OH,43215,FRA,Franklin,Franklin,Pantry,NA,469,401,NA,1,000000001268
235,1269,Livingston UMC Food Pantry Del,200 East Livingston Avenue,NA,Columbus,OH,43215,FRA,Franklin,Franklin,Pantry,NA,0,0,NA,1,000000001269
236,1270,5th Ave Pantry,6000 Cooper Road,NA,Westerville,OH,43081,FRA,Franklin,Franklin,Pantry,NA,849,402,236,1,000000001270
237,1271,New Birth Christian Ministries Pantry,3475 Refugee Road,NA,Columbus,OH,43232,FRA,Franklin,Franklin,Pantry,NA,541,403,NA,1,000000001271
238,1272,Travelers' Rest Baptist Church (hold),1533 Cleveland Avenue,NA,Columbus,OH,43211,FRA,Franklin,Franklin,Pantry,NA,0,0,NA,1,000000001272
239,1273,Genesis Food Pantry,3553 Lake Mead Drive,NA,Grove City,OH,43123,FRA,Franklin,Franklin,Pantry,NA,0,0,239,1,000000001273
240,1274,By The Grace Of God Outreach Pantry/Hold,1673 Lockbourne Road,NA,Columbus,OH,43207,FRA,Franklin,Franklin,Pantry,NA,0,0,NA,1,000000001274
241,1275,New Faith Ministries Food Pantry,2817 Beal Drive,NA,Columbus,OH,43232,FRA,Franklin,Franklin,Pantry,NA,785,404,NA,1,000000001275
930,1276,Project Open Hand Food Pantry,"Lifecare Alliance,1699 W.Mound St.",NA,Columbus,OH,43223,FRA,Franklin,Franklin,Pantry,NA,0,0,77,1,000000001276
967,1277,Discovery Church Pantry/Whitehall(Closed,392 Maplewood Avenue,NA,Columbus,OH,43213,FRA,Franklin,Franklin,Pantry,NA,0,0,NA,1,000000001277
975,1278,Power of Prayer / Bellaire,4101 Noble Street,NA,Bellaire,OH,43906,BEL,Belmont,Rural,Pantry,NA,0,0,NA,1,000000001278
1258,1279,COGASOC Pantry,528 Cliffwood Ave,NA,Zanesville,OH,43701,MUS,Muskingum,Rural,Pantry,B.Nance,1465,406,NA,1,000000001279
1026,1280,Power of Prayer / Bellaire Pickup,4101 Noble Street,NA,Bellaire,OH,43906,BEL,Belmont,Rural,Pantry,NA,0,0,NA,1,000000001280
1040,1281,Victory Center Pantry,1190 East Fairground Street,NA,Marion,OH,43302,MAR,Marion,Rural,Pantry,B.Nance,2275,407,NA,1,000000001281
1072,1282,Salvation Army Lancaster Pickup,PO Box 517,NA,Lancaster,OH,43130-0517,FAI,Fairfield,Contiguous,Pantry,NA,0,0,NA,1,000000001282
1073,1283,Mt. Sterlilng Community Food Pantry,164 East Main Street,NA,Mt. Sterling,OH,43143,MAD,Madison,Contiguous,Pantry,NA,0,0,NA,1,000000001283
1082,1284,Milford Center Food Pantry,PO Box 396,NA,Milford Center,OH,43045-0396,UNI,Union,Contiguous,Pantry,B.Nance,0,0,NA,1,000000001284
1098,1285,Good Shepherd Food Pantry (pu),3421 Dunbar Road,NA,Prospect,OH,43342,MAR,Marion,Rural,Pantry,NA,0,0,NA,1,000000001285
1156,1286,Briggsdale Apartments/CHN Pantry,957 East Broad Street,NA,Columbus,OH,43205,FRA,Franklin,Franklin,Pantry,NA,0,0,NA,1,000000001286
1164,1287,ZZZZZChurch of Christ of Apostolic Faith,1200 Brentnell Ave,NA,Columbus,OH,43219,FRA,Franklin,Franklin,Pantry,NA,593,409,1164,1,000000001287
1169,1288,Victory Center Lancaster Pantry,4420 Sugar Grove Road,NA,Lancaster,OH,43130,FAI,Fairfield,Contiguous,Pantry,NA,239,0,1391,1,000000001288
1172,1289,Trinity UMC Food Pantry (PU),75 East High Street,NA,Mt Gilead,OH,43338,MOR,Morrow,Rural,Pantry,NA,0,0,205,1,000000001289
1250,1290,St. Paul's Episcopal Pantry (p u),197 East Center Street,NA,Marion,OH,43302,MAR,Marion,Rural,Pantry,NA,0,0,NA,1,000000001290
1202,1291,Cathedral of Praise Food Pantry,3243 Dixon Road,NA,Pataskala,OH,43062,LIC,Licking,Contiguous,Pantry,B.Nance,0,0,1202,1,000000001291
1192,1292,ACTS Community Center,474 Wooster Road,NA,Mt. Vernon,OH,43050,KNO,Knox,Rural,Pantry,NA,0,0,133,1,000000001292
1201,1293,WEBA Outreach Food Pantry,PO Box 265,NA,Amsterdam,OH,43903,JEF,Jefferson,Rural,Pantry,H.Willis,246,412,NA,1,000000001293
1210,1294,North Union Sch. Dist. Pers.Needs(Closed,12394 Bethlehem-Clairbourne Rd.,NA,Richwood,OH,43344,UNI,Union,Contiguous,Miscellaneous,NA,0,0,NA,1,000000001294
1242,1295,DCCCU Pantry,162 Belle Avenue,NA,Delaware,OH,43015,DEL,Delaware,Contiguous,Pantry,NA,0,0,NA,1,000000001295
1259,1296,Vineyard Church Delaware County Food Pan,1001 West Cherry Street,NA,Sunbury,OH,43074,DEL,Delaware,Contiguous,Pantry,B.Nance,247,413,NA,1,000000001296
1262,1297,Common Ground Food Pantry,"1730 Lockborne Road, Bldg #6",NA,Columbus,OH,43207,FRA,Franklin,Franklin,Pantry,NA,710,414,NA,1,000000001297
1305,1298,Covenant Food Pantry,13360 New Delaware Road,NA,Mt. Vernon,OH,43050,KNO,Knox,Rural,Pantry,B.Nance,873,415,NA,1,000000001298
242,1299,Christian in the Hood,1401 East 21st Avenue,NA,Columbus,OH,43201,FRA,Franklin,Franklin,Pantry,NA,0,0,NA,1,000000001299
1268,1300,New Beginnings Outreach Pantry (IPCC),375 S. Watt Street,NA,Chillicothe,OH,45601,ROS,Ross,Rural,Pantry,B.Nance,0,0,1268,1,000000001300
243,1301,Milo Grogan K.I.D.S.,1249 Essex Avenue,NA,Columbus,OH,43201,FRA,Franklin,Franklin,Pantry,NA,0,0,NA,1,000000001301
244,1302,"Charity Newsies, OH NWSBYS K.I.D.S.",4300 Indianola Avenue,NA,Columbus,OH,43214,FRA,Franklin,Franklin,Pantry,NA,0,0,NA,1,000000001302
245,1303,Advent United Church of Christ,2303 Cassady Avenue,NA,Columbus,OH,43219,FRA,Franklin,Franklin,Pantry,NA,0,0,NA,1,000000001303
246,1304,Christ Child Soc. of Cols. K.I.D.S.,PO Box 340091,NA,Columbus,OH,43234-0091,FRA,Franklin,Franklin,Pantry,NA,0,0,NA,1,000000001304
247,1305,"Comm. In Schools, Cols. K.I.D.S.",272 South Gift Street,NA,Columbus,OH,43215,FRA,Franklin,Franklin,Pantry,NA,0,0,NA,1,000000001305
248,1306,Homeless Fam's Fndtn Kids (4004),651 West Broad Street,NA,Columbus,OH,43215,FRA,Franklin,Franklin,Pantry,NA,0,0,NA,1,000000001306
249,1307,YWCA Middle Sch Kids (4257),65 South Fourth Street,NA,Columbus,OH,43215,FRA,Franklin,Franklin,Pantry,NA,0,0,NA,1,000000001307
250,1308,Godman Guild Kids (4255),321 W. 2nd Avenue,NA,Columbus,OH,43201,FRA,Franklin,Franklin,Pantry,NA,0,0,NA,1,000000001308
251,1309,Northwest Presby. Urban Min. Kids,2272 Buckley Road,NA,Columbus,OH,43220,FRA,Franklin,Franklin,Pantry,NA,0,0,NA,1,000000001309
1291,1310,Salvation Army Marion Community FP/PU,PO Box 383,NA,Marion,OH,43301-0383,MAR,Marion,Rural,Pantry,NA,0,0,302,1,000000001310
1343,1311,Mt Sterling Community Food Pantry,164 E Main St,NA,Mt. Sterling,OH,43143,MAD,Madison,Contiguous,Pantry,B.Nance,348,416,1343,1,000000001311
1387,1312,Power of Prayer del,PO Box 77456,NA,Columbus,OH,43207-0456,FRA,Franklin,Franklin,Pantry,NA,0,0,NA,1,000000001312
1389,1313,Muskingum County Senior Center Food Pant,160 N. Fourth St.,NA,Zanesville,OH,43701,MUS,Muskingum,Rural,Pantry,B.Nance,578,417,1389,1,000000001313
1397,1314,No Limits Outreach Pantry,241 Paddock Ct PO Box 477,NA,Delaware,OH,43015,MOR,Morrow,Rural,Pantry,B.Nance,701,418,NA,1,000000001314
1401,1315,New Hope Assembly of God Food Pantry,2020 Cincinnati-Zanesville Rd,NA,Lancaster,OH,43130,FAI,Fairfield,Contiguous,Pantry,B.Nance,72,419,1401,1,000000001315
1418,1316,New Beginnings Ministries Ctr. FP(Hold),823 Winesap Circle,NA,Howard,OH,43028,KNO,Knox,Rural,Pantry,NA,0,0,NA,1,000000001316
2318,1317,ZZZZZHoly Angels and Saints Church,4577 Olentangy River Rd. Apt 110,NA,Columbus,OH,43214,FRA,Franklin,Franklin,Pantry,NA,2699,628,NA,1,000000001317
2348,1318,Outreach for Christ Food Pantry,901 Toledo St,NA,Chillicothe,OH,45601,ROS,Ross,Rural,Pantry,NA,2964,661,NA,1,000000001318
2399,1319,Grove City MASH Pantry,2966 Columbus Street,NA,Grove City,OH,43123,FRA,Franklin,Franklin,Pantry,NA,0,0,NA,1,000000001319
2400,1320,Care Connection at Judah Tabernacle,3176 S High St,NA,Columbus,Ohio,43207,FRA,Franklin,Franklin,Pantry,NA,3320,706,NA,1,000000001320
2538,1321,Sonshine Food Pantry,100 SR 7,NA,Powhatan Point,OH,43742,BEL,Belmont,Rural,NA,NA,NA,NA,NA,1,000000001321
252,1333,Better Way Ministries DBA Dream Cen,PO Box 307315,NA,Columbus,OH,43230-7315,FRA,Franklin,Franklin,Pantry,NA,0,0,NA,1,000000001333
1077,1334,Touching Lives for Christ P/U,PO Box 22,NA,Circleville,OH,43113-0022,PIC,Pickaway,Contiguous,Pantry,B.Nance,0,0,1077,1,000000001334
1083,1335,lighthouse Helping Hands Pantry,2295 South High Street,NA,Columbus,OH,43207,FRA,Franklin,Franklin,Pantry,NA,911,420,NA,1,000000001335
1092,1336,Breadbasket Pantry,186 North 17th Street,NA,Columbus,OH,43203,FRA,Franklin,Franklin,Pantry,NA,681,421,NA,1,000000001336
1107,1337,Abundant Life Food Pantry (P U),3400 Franklin Street,NA,Bellaire,OH,43906,BEL,Belmont,Rural,Pantry,NA,0,0,68,1,000000001337
